"","TVR","NULL.TVR","TVR.delta","Max.95","Min.95","Season.Start","Season.num","NBA","ABA","BAA","WNBA"
"1993",0.178697438406943,0.242456725945989,-0.0637592875390458,-0.0384615384615385,-0.0778671180702497,1993,45,1,0,0,0
"1994",0.183972167150272,0.255323896477834,-0.0713517293275615,-0.0238095238095238,-0.0810991957104557,1994,46,1,0,0,0
"1995",0.174812915321746,0.243607256591883,-0.0687943412701366,-0.0555555555555556,-0.0829694323144105,1995,47,1,0,0,0
"1996",0.145993658450327,0.258424340527346,-0.112430682077019,-0.0922155688622754,-0.161764705882353,1996,48,1,0,0,0
"1997",0.14661019091583,0.258557367932359,-0.11194717701653,-0.0991902834008097,-0.132743362831858,1997,49,1,0,0,0
"1999",0.19407886814017,0.238801154578713,-0.0447222864385432,-0.0320284697508897,-0.0576923076923077,1999,50,1,0,0,0
"2000",0.182860776260753,0.250625138826744,-0.0677643625659909,-0.0340740740740741,-0.08,2000,51,1,0,0,0
"2001",0.198095072261775,0.261998540833291,-0.0639034685715158,-0.0513152220784821,-0.0925925925925926,2001,52,1,0,0,0
"2002",0.207440842086482,0.244154660797558,-0.0367138187110758,0.00458715596330275,-0.054176072234763,2002,53,1,0,0,0
"2003",0.205455761857546,0.237893978222856,-0.0324382163653099,-0.00763358778625953,-0.045338441890166,2003,54,1,0,0,0
"2004",0.185629141191449,0.257151920132172,-0.0715227789407228,-0.0606677524429967,-0.0978260869565217,2004,55,1,0,0,0
"2005",0.199224948339663,0.242777773631717,-0.0435528252920541,-0.0293438077634011,-0.0707070707070707,2005,56,1,0,0,0
"2006",0.21706612330756,0.245952640729405,-0.0288865174218451,0,-0.0402314687241664,2006,57,1,0,0,0
"2007",0.181067497802312,0.240256186662915,-0.0591886888606025,-0.00613496932515337,-0.0747663551401869,2007,58,1,0,0,0
"2008",0.16532361443095,0.230836554126138,-0.0655129396951883,-0.0163398692810458,-0.082085699535364,2008,59,1,0,0,0
"2009",0.192996011644576,0.247519064043513,-0.0545230523989367,-0.00743494423791821,-0.0725733293014817,2009,60,1,0,0,0
"2010",0.181208960303705,0.260068373419722,-0.0788594131160166,-0.0637049455155071,-0.153846153846154,2010,61,1,0,0,0
"2012",0.184409114249754,0.243846433497544,-0.0594373192477899,-0.0354330708661417,-0.0723350253807107,2012,62,1,0,0,0
"2013",0.183018466896608,0.247106694515879,-0.0640882276192711,-0.0277777777777778,-0.0738603577611079,2013,63,1,0,0,0
"2014",0.184609216623697,0.245079360269584,-0.0604701436458872,-0.0238095238095238,-0.0741813321452439,2014,64,1,0,0,0
"2015",0.187226423444416,0.249124229321617,-0.0618978058772015,0.00684931506849315,-0.082018927444795,2015,65,1,0,0,0
"2016",0.210446766886757,0.241228967401904,-0.030782200515148,-0.0167224080267558,-0.0392561983471074,2016,66,1,0,0,0
"2017",0.200370066836586,0.251244326667585,-0.0508742598309993,-0.0372632864996945,-0.0824022346368715,2017,67,1,0,0,0
"19671",0.205724049612879,0.24631449040973,-0.0405904407968503,-0.0309278350515464,-0.0756302521008403,1967,1,0,1,0,0
"19681",0.192622719788149,0.256499088780672,-0.0638763689925231,-0.0499706055261611,-0.13768115942029,1968,2,0,1,0,0
"19691",0.213411597752759,0.248603835491054,-0.035192237738295,0.018140589569161,-0.0563250230840259,1969,3,0,1,0,0
"19701",0.213803453684648,0.246208045450245,-0.0324045917655971,-0.0238095238095238,-0.0609243697478992,1970,4,0,1,0,0
"19711",0.201615639645254,0.255931888765389,-0.0543162491201345,-0.0126315789473684,-0.0707646176911544,1971,5,0,1,0,0
"19721",0.195393840480793,0.251840298215055,-0.0564464577342626,-0.031496062992126,-0.0880829015544042,1972,6,0,1,0,0
"19731",0.212412661221316,0.235946888900102,-0.023534227678786,0.00215982721382288,-0.0364698770904695,1973,7,0,1,0,0
"19741",0.170094827399774,0.266280152766233,-0.0961853253664591,-0.0853658536585366,-0.132743362831858,1974,8,0,1,0,0
"1946",0.187010608697595,0.244918966553986,-0.0579083578563907,-0.0468085106382979,-0.0765027322404372,1946,1,0,0,1,0
"1947",0.188945614802216,0.263698909596924,-0.0747532947947082,0,-0.0918803418803419,1947,2,0,0,1,0
"1948",0.187823288043037,0.245669149713235,-0.0578458616701981,-0.0393013100436681,-0.0909090909090909,1948,3,0,0,1,0
"19971",0.129851978242836,0.249855399040491,-0.120003420797655,-0.0837004405286344,-0.129557608167234,1997,1,0,0,0,1
"1998",0.202702028278471,0.24417504148727,-0.0414730132087993,-0.0309278350515464,-0.0597014925373135,1998,2,0,0,0,1
"19991",0.129362137721667,0.233777754173958,-0.104415616452292,-0.0694444444444444,-0.116022099447514,1999,3,0,0,0,1
"20001",0.199030046551237,0.238709454761155,-0.0396794082099174,0.0133333333333333,-0.053411306042885,2000,4,0,0,0,1
"20011",0.219444846051028,0.261706578077871,-0.0422617320268425,-0.0194805194805195,-0.0759878419452888,2001,5,0,0,0,1
"20021",0.228482596205033,0.254568410483494,-0.0260858142784609,0.0563380281690141,-0.0432891466445733,2002,6,0,0,0,1
"20031",0.241219582605536,0.255291449818914,-0.0140718672133787,0,-0.02710027100271,2003,7,0,0,0,1
"20041",0.195431465170218,0.243241258482137,-0.0478097933119189,-0.035230352303523,-0.0601626016260162,2004,8,0,0,0,1
"20051",0.169461311393705,0.256887384820911,-0.0874260734272054,-0.0739575137686861,-0.103789126853377,2005,9,0,0,0,1
"20061",0.238441301697154,0.260240323709013,-0.0217990220118587,0.00811359026369168,-0.0359741309620048,2006,10,0,0,0,1
"20071",0.185973222181781,0.240654398629311,-0.0546811764475298,-0.0386507378777231,-0.0733496332518337,2007,11,0,0,0,1
"20081",0.2601577885721,0.236911312477327,0.0232464760947734,0.0511363636363636,-0.00653594771241831,2008,12,0,0,0,1
"20091",0.18424640000506,0.24806648736622,-0.0638200873611603,-0.0127877237851662,-0.0761986301369863,2009,13,0,0,0,1
"20101",0.180717109324237,0.260148703790433,-0.0794315944661961,-0.0459183673469388,-0.0926406926406926,2010,14,0,0,0,1
"2011",0.154020870837404,0.248655278971689,-0.094634408134285,-0.0671378091872792,-0.107834877843302,2011,15,0,0,0,1
"20121",0.196648708272491,0.253468518974762,-0.0568198107022712,-0.0401665442076904,-0.142857142857143,2012,16,0,0,0,1
"20131",0.207789818625233,0.243913707456319,-0.0361238888310859,0.024390243902439,-0.048050139275766,2013,17,0,0,0,1
"20141",0.214989540057006,0.264754555285689,-0.0497650152286834,-0.0382814090816534,-0.0818181818181818,2014,18,0,0,0,1
"20151",0.200899612474722,0.257904049886883,-0.0570044374121613,-0.0277227722772277,-0.0808823529411765,2015,19,0,0,0,1
"20161",0.167236764609623,0.261435183842877,-0.0941984192332541,-0.0748323332156724,-0.173652694610778,2016,20,0,0,0,1
"20171",0.170105442286792,0.23951658700763,-0.069411144720837,-0.0556858147713951,-0.123076923076923,2017,21,0,0,0,1
"2018",0.189210982315854,0.268321211754786,-0.0791102294389323,-0.0732758620689656,-0.0954653937947494,2018,22,0,0,0,1
